,target,node,degree_x,clustering_x,closeness_x,eigenvector_x,pagerank_x,betweenness_x,harmonic_x,degree_centrality_x,degree_y,clustering_y,closeness_y,eigenvector_y,pagerank_y,betweenness_y,harmonic_y,degree_centrality_y
0,0.2519683372545173,11142,50,0.11836734693877551,0.458627648839556,0.007624508109239278,4.8548787924194806e-05,0.00028996180724014375,4715.5000000000255,0.005000500050005001,50,0.11836734693877551,0.458627648839556,0.007624508109239278,4.8548787924194806e-05,0.00028996180724014375,4715.5000000000255,0.005000500050005001
1,0.6895407927007086,2243,190,0.05647451963241437,0.4818330763299923,0.01849510404118538,0.00014308381530969247,7.456135980401742e-05,4937.166666666676,0.019001900190019003,190,0.05647451963241437,0.4818330763299923,0.01849510404118538,0.00014308381530969247,7.456135980401742e-05,4937.166666666676,0.019001900190019003
2,0.6782445967801902,15514,172,0.06317149462804297,0.4840724244771495,0.010736581759301592,0.00013677859105150578,0.00019275734580604122,4947.166666666645,0.017201720172017203,172,0.06317149462804297,0.4840724244771495,0.010736581759301592,0.00013677859105150578,0.00019275734580604122,4947.166666666645,0.017201720172017203
3,0.2725001116191168,20944,61,0.053551912568306013,0.43276347111014934,0.004262699269803853,5.796276387179281e-05,4.409655175318923e-06,4502.00000000008,0.006100610061006101,61,0.053551912568306013,0.43276347111014934,0.004262699269803853,5.796276387179281e-05,4.409655175318923e-06,4502.00000000008,0.006100610061006101
4,0.2488884236526936,8721,62,0.05288207297726071,0.4279477851487267,0.0034070504722445573,5.9984777428623776e-05,5.8379871467716415e-05,4459.000000000103,0.006200620062006201,62,0.05288207297726071,0.4279477851487267,0.0034070504722445573,5.9984777428623776e-05,5.8379871467716415e-05,4459.000000000103,0.006200620062006201
5,0.3571205567494938,8299,62,0.06504494976203067,0.4535105224963715,0.005654076045086336,5.817463355487825e-05,6.992114582334952e-06,4678.500000000026,0.006200620062006201,62,0.06504494976203067,0.4535105224963715,0.005654076045086336,5.817463355487825e-05,6.992114582334952e-06,4678.500000000026,0.006200620062006201
6,0.2107249833037879,26315,41,0.05975609756097561,0.41548242333582647,0.0025646227257911927,4.446229211397365e-05,1.5000186226423231e-06,4335.166666666843,0.004100410041004101,41,0.05975609756097561,0.41548242333582647,0.0025646227257911927,4.446229211397365e-05,1.5000186226423231e-06,4335.166666666843,0.004100410041004101
7,0.2178541485252405,24607,57,0.05952380952380952,0.44822485207100593,0.004981644350030373,5.39665102220428e-05,6.49085669865395e-06,4633.500000000049,0.005700570057005701,57,0.05952380952380952,0.44822485207100593,0.004981644350030373,5.39665102220428e-05,6.49085669865395e-06,4633.500000000049,0.005700570057005701
8,0.4553706320970244,8474,87,0.07431168136861802,0.470629765602937,0.00916785432586269,7.396126137066562e-05,2.343199424341358e-05,4820.5000000000055,0.008700870087008702,87,0.07431168136861802,0.470629765602937,0.00916785432586269,7.396126137066562e-05,2.343199424341358e-05,4820.5000000000055,0.008700870087008702
9,0.6441665163584285,1219,122,0.061915729575938216,0.4692163303613327,0.006634573320991928,0.00010277349804678074,7.38509811027369e-05,4821.4999999999945,0.012201220122012201,122,0.061915729575938216,0.4692163303613327,0.006634573320991928,0.00010277349804678074,7.38509811027369e-05,4821.4999999999945,0.012201220122012201
